"district_name","district_code","school_name","school_code","school_type","teachers_included","enrollment_k12_2122","frpm_k12_2122","mean_exp_years"
"Oceanside Unified",73569,"Santa Margarita Elementary",6038913,"Elementary Schools (Public)",31,"528","61.90%",10.1387096774194
"Oceanside Unified",73569,"South Oceanside Elementary",6038921,"Elementary Schools (Public)",27,"521","67.80%",21.6
"Oceanside Unified",73569,"Stuart Mesa Elementary",6115299,"Elementary Schools (Public)",30,"564","64.00%",7.41333333333333
"Oceanside Unified",73569,"Surfside Academy",140079,"Alternative Schools of Choice",10,"410","71.70%",15.88
"Oceanside Unified",73569,"Surfside High (Continuation)",3739026,"Continuation High Schools",12,"171","86.50%",12.1
"Palos Verdes Peninsula Unified",64865,"Cornerstone at Pedregal Elementary",6021307,"Elementary Schools (Public)",19,"405","6.20%",12.4315789473684
"Palos Verdes Peninsula Unified",64865,"Dapplegray Elementary",6116172,"Elementary Schools (Public)",30,"639","5.80%",16.09
"Palos Verdes Peninsula Unified",64865,"Lunada Bay Elementary",6021240,"Elementary Schools (Public)",15,"302","7.00%",12.6266666666667
"Palos Verdes Peninsula Unified",64865,"Mira Catalina Elementary",6021273,"Elementary Schools (Public)",15,"362","5.50%",21.1
"Palos Verdes Peninsula Unified",64865,"Miraleste Intermediate",6021331,"Intermediate/Middle Schools (Public)",34,"799","8.90%",15.4588235294118
"Palos Verdes Peninsula Unified",64865,"Montemalaga Elementary",6021299,"Elementary Schools (Public)",20,"401","3.70%",14.635
"Palos Verdes Peninsula Unified",64865,"Palos Verdes Distance Learning Academy",141002,"Alternative Schools of Choice",3,"136","8.80%",18.6333333333333
"Palos Verdes Peninsula Unified",64865,"Palos Verdes High",1996552,"High Schools (Public)",71,"1,418","5.10%",14.1380281690141
"Palos Verdes Peninsula Unified",64865,"Palos Verdes Intermediate",6021257,"Intermediate/Middle Schools (Public)",32,"707","6.90%",17.321875
"Palos Verdes Peninsula Unified",64865,"Palos Verdes Peninsula High",1995588,"High Schools (Public)",98,"2,340","7.80%",15.5010204081633
"Palos Verdes Peninsula Unified",64865,"Point Vicente Elementary",6021315,"Elementary Schools (Public)",22,"337","9.80%",9.88181818181818
"Palos Verdes Peninsula Unified",64865,"Rancho del Mar High (Continuation)",1933308,"Continuation High Schools",5,"37","16.20%",17.88
"Palos Verdes Peninsula Unified",64865,"Rancho Vista Elementary",6021323,"Elementary Schools (Public)",21,"325","12.00%",16.8952380952381
"Palos Verdes Peninsula Unified",64865,"Ridgecrest Intermediate",6117584,"Intermediate/Middle Schools (Public)",38,"878","9.80%",15.2236842105263
"Palos Verdes Peninsula Unified",64865,"Silver Spur Elementary",6021349,"Elementary Schools (Public)",24,"508","4.90%",17.15
"Palos Verdes Peninsula Unified",64865,"Soleado Elementary",6021356,"Elementary Schools (Public)",21,"402","11.40%",13.3142857142857
"Palos Verdes Peninsula Unified",64865,"Vista Grande Elementary",6021372,"Elementary Schools (Public)",20,"377","5.60%",17.01
"Placentia-Yorba Linda Unified",66647,"Bernardo Yorba Middle",6068621,"Intermediate/Middle Schools (Public)",19,"553","41.00%",14.3684210526316
"Placentia-Yorba Linda Unified",66647,"Brookhaven Elementary",6029995,"Elementary Schools (Public)",18,"445","27.90%",21.7111111111111
"Placentia-Yorba Linda Unified",66647,"Bryant Ranch Elementary",6109102,"Elementary Schools (Public)",18,"470","26.20%",21.6333333333333
"Placentia-Yorba Linda Unified",66647,"Buena Vista Virtual Academy",3030483,"Alternative Schools of Choice",12,"441","46.00%",17.3333333333333
"Placentia-Yorba Linda Unified",66647,"Charles Wagner Elementary",6030001,"Elementary Schools (Public)",20,"426","28.40%",9.77
"Placentia-Yorba Linda Unified",66647,"Col. J. K. Tuffree Middle",6030019,"Intermediate/Middle Schools (Public)",26,"641","43.80%",12.0730769230769
"Placentia-Yorba Linda Unified",66647,"El Camino Real Continuation High",3031945,"Continuation High Schools",10,"163","85.30%",23.17
"Placentia-Yorba Linda Unified",66647,"El Dorado High",3031929,"High Schools (Public)",77,"1,998","35.80%",15.2857142857143
"Placentia-Yorba Linda Unified",66647,"Esperanza High",3030053,"High Schools (Public)",63,"1,445","37.70%",13.4634920634921
"Placentia-Yorba Linda Unified",66647,"Fairmont Elementary",6071146,"Elementary Schools (Public)",31,"829","21.10%",13.0129032258065
"Placentia-Yorba Linda Unified",66647,"George Key",6089478,"Special Education Schools (Public)",10,"128","42.20%",12.79
"Placentia-Yorba Linda Unified",66647,"Glenknoll Elementary",6030027,"Elementary Schools (Public)",16,"399","22.80%",12.6875
"Placentia-Yorba Linda Unified",66647,"Glenview Elementary",6085641,"Elementary Schools (Public)",26,"616","51.60%",9.91538461538462
"Placentia-Yorba Linda Unified",66647,"Golden Elementary",6030035,"Elementary Schools (Public)",31,"759","20.20%",16.9193548387097
"Placentia-Yorba Linda Unified",66647,"John O. Tynes Elementary",6097018,"Elementary Schools (Public)",33,"705","70.10%",12.7454545454545
"Placentia-Yorba Linda Unified",66647,"Kraemer Middle",6030043,"Junior High Schools (Public)",37,"1,020","51.90%",10.5810810810811
"Placentia-Yorba Linda Unified",66647,"Lakeview Elementary",109678,"Elementary Schools (Public)",19,"404","22.30%",16.7578947368421
"Placentia-Yorba Linda Unified",66647,"Linda Vista Elementary",6095160,"Elementary Schools (Public)",19,"380","32.10%",18.1789473684211
"Placentia-Yorba Linda Unified",66647,"Mabel M. Paine Elementary",6030936,"Elementary Schools (Public)",19,"382","32.50%",15.0578947368421
"Placentia-Yorba Linda Unified",66647,"Melrose Elementary",102897,"Elementary Schools (Public)",18,"434","97.00%",19.6666666666667
"Placentia-Yorba Linda Unified",66647,"Morse Elementary",6030050,"Elementary Schools (Public)",15,"361","69.80%",16.8333333333333
"Placentia-Yorba Linda Unified",66647,"Parkview",6119556,"Alternative Schools of Choice",6,"256","29.70%",13.6166666666667
"Placentia-Yorba Linda Unified",66647,"Rio Vista Elementary",6030076,"Elementary Schools (Public)",28,"683","87.40%",20.5535714285714
"Placentia-Yorba Linda Unified",66647,"Rose Drive Elementary",6030951,"Elementary Schools (Public)",17,"382","33.20%",16.1294117647059
"Placentia-Yorba Linda Unified",66647,"Ruby Drive Elementary",6030084,"Elementary Schools (Public)",17,"352","83.20%",15.4411764705882
"Placentia-Yorba Linda Unified",66647,"Sierra Vista Elementary",6030092,"Elementary Schools (Public)",18,"482","39.80%",14.7611111111111
"Placentia-Yorba Linda Unified",66647,"Topaz Elementary",6085633,"Elementary Schools (Public)",22,"449","89.50%",14.0454545454545
"Placentia-Yorba Linda Unified",66647,"Travis Ranch",6106009,"Elementary Schools (Public)",53,"1,282","22.50%",11.1716981132075
"Placentia-Yorba Linda Unified",66647,"Valadez Middle School Academy",116525,"Intermediate/Middle Schools (Public)",28,"665","93.80%",7.83214285714286
"Placentia-Yorba Linda Unified",66647,"Valencia High",3038023,"High Schools (Public)",105,"2,559","65.70%",12.2885714285714
"Placentia-Yorba Linda Unified",66647,"Van Buren Elementary",6030100,"Elementary Schools (Public)",22,"571","43.60%",18.3045454545455
"Placentia-Yorba Linda Unified",66647,"Woodsboro Elementary",6097000,"Elementary Schools (Public)",21,"492","37.80%",15.0809523809524
"Placentia-Yorba Linda Unified",66647,"Yorba Linda High",119404,"High Schools (Public)",64,"1,632","25.40%",15.2578125
"Placentia-Yorba Linda Unified",66647,"Yorba Linda Middle",6030969,"Intermediate/Middle Schools (Public)",33,"833","31.90%",12.0484848484848
"San Bernardino City Unified",67876,"Alternative Learning Center",3630548,"Alternative Schools of Choice",3,"1,332","83.70%",20
"San Bernardino City Unified",67876,"Arrowhead Elementary",6036768,"Elementary Schools (Public)",12,"273","87.90%",14.6666666666667
"San Bernardino City Unified",67876,"Arrowview Middle",6061907,"Intermediate/Middle Schools (Public)",43,"973","93.50%",6.95348837209302
"San Bernardino City Unified",67876,"Arroyo Valley High",3631082,"High Schools (Public)",105,"2,884","84.90%",10.4285714285714
"San Bernardino City Unified",67876,"Barton Elementary",6036776,"Elementary Schools (Public)",26,"520","89.00%",10.0769230769231
"San Bernardino City Unified",67876,"Belvedere Elementary",6036784,"Elementary Schools (Public)",24,"590","74.20%",12.125
"San Bernardino City Unified",67876,"Bing Wong Elementary",116160,"Elementary Schools (Public)",30,"650","89.80%",9.6
"San Bernardino City Unified",67876,"Bob Holcomb Elementary",127357,"Elementary Schools (Public)",24,"608","81.70%",16.6666666666667
"San Bernardino City Unified",67876,"Bradley Elementary",6036792,"Elementary Schools (Public)",21,"519","88.10%",13.952380952381
"San Bernardino City Unified",67876,"Cajon High",3632221,"High Schools (Public)",111,"2,790","75.80%",11.9369369369369
"San Bernardino City Unified",67876,"Captain Leland Norton Elementary",6036800,"Elementary Schools (Public)",22,"474","94.90%",15.2727272727273
"San Bernardino City Unified",67876,"Cesar E. Chavez Middle",109488,"Intermediate/Middle Schools (Public)",45,"1,053","82.50%",9.35555555555556
"San Bernardino City Unified",67876,"Cole Elementary",6036834,"Elementary Schools (Public)",16,"435","90.10%",13.1875
"San Bernardino City Unified",67876,"Colonel Joseph C. Rodriguez PREP Academy",116178,"Intermediate/Middle Schools (Public)",27,"739","84.40%",15.4444444444444
"San Bernardino City Unified",67876,"Curtis Middle",6061915,"Intermediate/Middle Schools (Public)",28,"665","89.60%",8.57142857142857
"San Bernardino City Unified",67876,"Cypress Elementary",6036842,"Elementary Schools (Public)",20,"456","87.10%",17
"San Bernardino City Unified",67876,"Davidson Elementary",6036859,"Elementary Schools (Public)",16,"386","89.90%",17.6875
"San Bernardino City Unified",67876,"Del Rosa Elementary",6036867,"Elementary Schools (Public)",22,"486","90.50%",11.1818181818182
"San Bernardino City Unified",67876,"Del Vallejo Middle",6059489,"Intermediate/Middle Schools (Public)",30,"649","87.80%",7.43333333333333
"San Bernardino City Unified",67876,"Dr. Mildred Dalton Henry Elementary",127324,"Elementary Schools (Public)",15,"367","84.70%",12.5333333333333
"San Bernardino City Unified",67876,"E. Neal Roberts Elementary",6109714,"Elementary Schools (Public)",15,"380","86.60%",19.0666666666667
"San Bernardino City Unified",67876,"Emmerton Elementary",6068191,"Elementary Schools (Public)",19,"499","87.60%",17.9473684210526
"San Bernardino City Unified",67876,"Fairfax Elementary",6036883,"Elementary Schools (Public)",14,"374","92.00%",17
"San Bernardino City Unified",67876,"George Brown Jr. Elementary",127340,"Elementary Schools (Public)",30,"746","85.00%",12.1
"San Bernardino City Unified",67876,"Golden Valley Middle",6059505,"Intermediate/Middle Schools (Public)",36,"751","84.60%",8.41666666666667
"San Bernardino City Unified",67876,"Graciano Gomez Elementary",127332,"Elementary Schools (Public)",22,"482","92.90%",8.72727272727273
"San Bernardino City Unified",67876,"H. Frank Dominguez Elementary",128926,"Elementary Schools (Public)",19,"378","86.80%",12.5263157894737
"San Bernardino City Unified",67876,"Highland Pacific Elementary",6037063,"Elementary Schools (Public)",14,"279","86.70%",18.7142857142857
"San Bernardino City Unified",67876,"Hillside Elementary",6036909,"Elementary Schools (Public)",29,"647","79.90%",14.8620689655172
"San Bernardino City Unified",67876,"Howard Inghram Elementary",6037030,"Elementary Schools (Public)",10,"238","90.30%",7.9
"San Bernardino City Unified",67876,"Hunt Elementary",6036917,"Elementary Schools (Public)",22,"529","96.60%",15.3636363636364
"San Bernardino City Unified",67876,"Indian Springs High",125450,"High Schools (Public)",79,"1,993","83.90%",8.35443037974684
"San Bernardino City Unified",67876,"Juanita Blakely Jones Elementary",110783,"Elementary Schools (Public)",19,"407","90.20%",9.52631578947368
"San Bernardino City Unified",67876,"Kendall Elementary",6036933,"Elementary Schools (Public)",18,"354","80.50%",13.6666666666667
"San Bernardino City Unified",67876,"Kimbark Elementary",6067078,"Elementary Schools (Public)",15,"335","67.20%",17.4666666666667
"San Bernardino City Unified",67876,"Lankershim Elementary",6036941,"Elementary Schools (Public)",24,"582","89.50%",13
"San Bernardino City Unified",67876,"Lincoln Elementary",6036958,"Elementary Schools (Public)",26,"607","88.30%",15.5384615384615
"San Bernardino City Unified",67876,"Lytle Creek Elementary",6036974,"Elementary Schools (Public)",24,"538","88.80%",17.5833333333333
"San Bernardino City Unified",67876,"Manuel A. Salinas Creative Arts Elementary",6036826,"Elementary Schools (Public)",20,"465","92.50%",19.85
"San Bernardino City Unified",67876,"Marshall Elementary",6036982,"Elementary Schools (Public)",15,"353","80.50%",16.8666666666667
"San Bernardino City Unified",67876,"Martin Luther King Jr. Middle",6061923,"Intermediate/Middle Schools (Public)",27,"574","87.50%",6.40740740740741
"San Bernardino City Unified",67876,"Middle College High",3631090,"Alternative Schools of Choice",10,"249","82.70%",20
"San Bernardino City Unified",67876,"Monterey Elementary",6037014,"Elementary Schools (Public)",16,"356","90.40%",13.625
"San Bernardino City Unified",67876,"Mt. Vernon Elementary",6037022,"Elementary Schools (Public)",19,"482","89.00%",19.2631578947368
"San Bernardino City Unified",67876,"Muscoy Elementary",6037048,"Elementary Schools (Public)",28,"681","85.30%",15.7857142857143
"San Bernardino City Unified",67876,"Newmark Elementary",6037055,"Elementary Schools (Public)",16,"387","91.00%",6.375
"San Bernardino City Unified",67876,"North Park Elementary",6067086,"Elementary Schools (Public)",23,"508","69.30%",12.2173913043478
"San Bernardino City Unified",67876,"North Verdemont Elementary",6110480,"Elementary Schools (Public)",22,"468","65.40%",13.7727272727273
"San Bernardino City Unified",67876,"Oehl Elementary",6068209,"Elementary Schools (Public)",20,"457","83.80%",13.65
"San Bernardino City Unified",67876,"Paakuma K-8",128918,"Elementary Schools (Public)",43,"973","48.00%",14.8604651162791
"San Bernardino City Unified",67876,"Pacific High",3634680,"High Schools (Public)",56,"1,218","84.60%",10.9285714285714
"San Bernardino City Unified",67876,"Palm Avenue Elementary",6112767,"Elementary Schools (Public)",25,"538","64.90%",17.36
"San Bernardino City Unified",67876,"Parkside Elementary",6037071,"Elementary Schools (Public)",19,"470","81.50%",17.0526315789474
"San Bernardino City Unified",67876,"Ramona-Alessandro Elementary",6036750,"Elementary Schools (Public)",22,"508","86.40%",20.3181818181818
"San Bernardino City Unified",67876,"Richardson PREP HI Middle",6059513,"Intermediate/Middle Schools (Public)",24,"579","78.90%",14.125
"San Bernardino City Unified",67876,"Riley Elementary",6037097,"Elementary Schools (Public)",19,"486","87.90%",18.3157894736842
"San Bernardino City Unified",67876,"Rio Vista Elementary",6037105,"Elementary Schools (Public)",20,"429","84.40%",12.05
"San Bernardino City Unified",67876,"Roger Anton Elementary",109496,"Elementary Schools (Public)",25,"609","89.70%",9.64
"San Bernardino City Unified",67876,"Roosevelt Elementary",6037113,"Elementary Schools (Public)",25,"516","86.60%",16.08
"San Bernardino City Unified",67876,"San Andreas High",3630308,"Continuation High Schools",31,"459","86.30%",13.8064516129032
"San Bernardino City Unified",67876,"San Bernardino High",3635844,"High Schools (Public)",72,"1,639","85.70%",13.6388888888889
"San Bernardino City Unified",67876,"San Gorgonio High",3636081,"High Schools (Public)",69,"1,605","84.90%",14.5797101449275
"San Bernardino City Unified",67876,"Serrano Middle",6068712,"Intermediate/Middle Schools (Public)",35,"689","86.20%",11.6
"San Bernardino City Unified",67876,"Shandin Hills Middle",6068720,"Intermediate/Middle Schools (Public)",40,"732","79.40%",6.825
"San Bernardino City Unified",67876,"Sierra High",3632809,"Continuation High Schools",25,"446","81.80%",15.2
"San Bernardino City Unified",67876,"Thompson Elementary",6037139,"Elementary Schools (Public)",22,"484","76.00%",17
"San Bernardino City Unified",67876,"Urbita Elementary",6037147,"Elementary Schools (Public)",16,"387","82.70%",17.875
"San Bernardino City Unified",67876,"Vermont Elementary",6037154,"Elementary Schools (Public)",25,"647","90.10%",14.56
"San Bernardino City Unified",67876,"Warm Springs Elementary",6037162,"Elementary Schools (Public)",20,"444","88.30%",16.55
"San Bernardino City Unified",67876,"Wilson Elementary",6037170,"Elementary Schools (Public)",20,"466","83.30%",15.35
"San Bernardino City Unified",67876,"Yvonne Harmon",6098560,"Special Education Schools (Public)",3,"17","47.10%",12.3333333333333
"San Diego Unified",68338,"Adams Elementary",6039101,"Elementary Schools (Public)",19,"265","77.70%",22.5263157894737
"San Diego Unified",68338,"ALBA",3731130,"District Community Day Schools",8,"12","75.00%",24
"San Diego Unified",68338,"Alcott Elementary",6039119,"Elementary Schools (Public)",25,"170","49.40%",22.04
"San Diego Unified",68338,"Angier Elementary",6039135,"Elementary Schools (Public)",19,"403","54.60%",20.4736842105263
"San Diego Unified",68338,"Audubon K-8",6039143,"Elementary Schools (Public)",20,"399","85.00%",19.05
"San Diego Unified",68338,"Baker Elementary",6039150,"Elementary Schools (Public)",18,"333","92.20%",14.5
"San Diego Unified",68338,"Balboa Elementary",6039168,"Elementary Schools (Public)",25,"423","93.10%",18.32
"San Diego Unified",68338,"Barnard Elementary",6039184,"Elementary Schools (Public)",25,"473","25.80%",11.16
"San Diego Unified",68338,"Bay Park Elementary",6039200,"Elementary Schools (Public)",24,"478","17.60%",19.125
"San Diego Unified",68338,"Bell Middle",6059588,"Intermediate/Middle Schools (Public)",36,"732","73.00%",15.5
"San Diego Unified",68338,"Benchley/Weinberger Elementary",6040299,"Elementary Schools (Public)",22,"509","20.40%",23.9545454545455
"San Diego Unified",68338,"Bethune K-8",6106173,"Elementary Schools (Public)",24,"505","66.70%",23.0416666666667
"San Diego Unified",68338,"Bird Rock Elementary",6039242,"Elementary Schools (Public)",16,"360","15.00%",24.25
"San Diego Unified",68338,"Birney Elementary",6039259,"Elementary Schools (Public)",24,"513","42.90%",22.125
"San Diego Unified",68338,"Boone Elementary",6039267,"Elementary Schools (Public)",16,"350","80.90%",27.1875
"San Diego Unified",68338,"Burbank Elementary",6039283,"Elementary Schools (Public)",20,"336","95.80%",16.05
"San Diego Unified",68338,"Cabrillo Elementary",6039291,"Elementary Schools (Public)",9,"105","67.60%",22
"San Diego Unified",68338,"Cadman Elementary",6039309,"Elementary Schools (Public)",11,"165","49.70%",18.8181818181818
"San Diego Unified",68338,"Canyon Hills High",3730173,"High Schools (Public)",60,"1345","43.80%",12.55
"San Diego Unified",68338,"Carson Elementary",6039341,"Elementary Schools (Public)",15,"326","85.30%",17.4
"San Diego Unified",68338,"Carver Elementary",6039358,"Elementary Schools (Public)",13,"184","88.60%",20.9230769230769
"San Diego Unified",68338,"Central Elementary",6039366,"Elementary Schools (Public)",31,"567","94.90%",21.4193548387097
"San Diego Unified",68338,"Challenger Middle",6107056,"Intermediate/Middle Schools (Public)",40,"847","46.90%",18.475
"San Diego Unified",68338,"Chavez Elementary",6114300,"Elementary Schools (Public)",23,"408","91.90%",18
"San Diego Unified",68338,"Cherokee Point Elementary",108282,"Elementary Schools (Public)",16,"292","91.10%",22.4375
"San Diego Unified",68338,"Chesterton Elementary",6039374,"Elementary Schools (Public)",25,"465","69.70%",20.32
"San Diego Unified",68338,"Chollas/Mead Elementary",6039382,"Elementary Schools (Public)",34,"502","92.00%",15.2352941176471
"San Diego Unified",68338,"Clairemont Canyons Academy",6039887,"Elementary Schools (Public)",21,"285","77.90%",20.047619047619
"San Diego Unified",68338,"Clairemont High",3731213,"High Schools (Public)",47,"882","50.90%",16.3829787234043
"San Diego Unified",68338,"Clark Middle",6114060,"Intermediate/Middle Schools (Public)",43,"836","95.10%",15.7441860465116
"San Diego Unified",68338,"Clay Elementary",6039390,"Elementary Schools (Public)",14,"304","80.30%",18.6428571428571
"San Diego Unified",68338,"Correia Middle",6059596,"Intermediate/Middle Schools (Public)",28,"676","34.20%",17.4642857142857
"San Diego Unified",68338,"Crawford High",107177,"High Schools (Public)",53,"1,150","85.70%",16.0754716981132
"San Diego Unified",68338,"Creative Performing and Media Arts",3731551,"Intermediate/Middle Schools (Public)",39,"726","77.30%",14.2307692307692
"San Diego Unified",68338,"Crown Point Elementary",6039424,"Elementary Schools (Public)",12,"254","51.20%",23.0833333333333
"San Diego Unified",68338,"Cubberley Elementary",6039432,"Elementary Schools (Public)",10,"155","52.90%",16.9
"San Diego Unified",68338,"Curie Elementary",6039440,"Elementary Schools (Public)",25,"508","11.80%",21.68
"San Diego Unified",68338,"Dailard Elementary",6096879,"Elementary Schools (Public)",24,"499","12.60%",21.5833333333333
"San Diego Unified",68338,"Dana",6059604,"Intermediate/Middle Schools (Public)",26,"681","37.40%",17.5769230769231
"San Diego Unified",68338,"De Portola Middle",6106181,"Intermediate/Middle Schools (Public)",32,"666","42.90%",18
"San Diego Unified",68338,"Dewey Elementary",6039481,"Elementary Schools (Public)",20,"310","64.50%",20.55
"San Diego Unified",68338,"Dingeman Elementary",6112726,"Elementary Schools (Public)",32,"657","8.50%",23.15625
"San Diego Unified",68338,"Doyle Elementary",6099055,"Elementary Schools (Public)",28,"571","45.70%",22.4642857142857
"San Diego Unified",68338,"East Village Middle College High",118315,"Alternative Schools of Choice",8,"99","77.80%",13.125
"San Diego Unified",68338,"Edison Elementary",6039499,"Elementary Schools (Public)",18,"336","92.00%",22.2222222222222
"San Diego Unified",68338,"Encanto Elementary",6039515,"Elementary Schools (Public)",25,"431","89.10%",19.88
"San Diego Unified",68338,"Ericson Elementary",6089015,"Elementary Schools (Public)",34,"645","37.50%",21.9411764705882
"San Diego Unified",68338,"Euclid Elementary",6039523,"Elementary Schools (Public)",20,"423","93.10%",21.1
"San Diego Unified",68338,"Farb Middle",6099063,"Intermediate/Middle Schools (Public)",25,"457","66.50%",10.6
"San Diego Unified",68338,"Fay Elementary",6039762,"Elementary Schools (Public)",22,"492","89.80%",12.2272727272727
"San Diego Unified",68338,"Field Elementary",6039556,"Elementary Schools (Public)",17,"277","72.60%",14.8823529411765
"San Diego Unified",68338,"Fletcher Elementary",6039564,"Elementary Schools (Public)",4,"135","68.90%",20.75
"San Diego Unified",68338,"Florence Elementary",6039572,"Elementary Schools (Public)",13,"217","59.40%",23.2307692307692
"San Diego Unified",68338,"Foster Elementary",6039598,"Elementary Schools (Public)",23,"429","55.00%",20.5652173913043
"San Diego Unified",68338,"Franklin Elementary",6039606,"Elementary Schools (Public)",21,"368","54.90%",19.3333333333333
"San Diego Unified",68338,"Freese Elementary",6039614,"Elementary Schools (Public)",15,"243","76.50%",21.0666666666667
"San Diego Unified",68338,"Fulton K-8",6039630,"Elementary Schools (Public)",17,"294","84.00%",12.2941176470588
"San Diego Unified",68338,"Gage Elementary",6039648,"Elementary Schools (Public)",29,"674","32.80%",20.1034482758621
"San Diego Unified",68338,"Garfield Elementary",6039655,"Elementary Schools (Public)",13,"245","77.10%",19.2307692307692
"San Diego Unified",68338,"Garfield High",3737962,"Continuation High Schools",23,"188","86.70%",21.7391304347826
"San Diego Unified",68338,"Golden Hill K-8",108266,"Elementary Schools (Public)",25,"388","77.10%",16.04
"San Diego Unified",68338,"Grant K-8",6039671,"Elementary Schools (Public)",35,"712","33.10%",20.0285714285714
"San Diego Unified",68338,"Green Elementary",6039697,"Elementary Schools (Public)",22,"447","27.50%",20.1363636363636
"San Diego Unified",68338,"Hage Elementary",6109599,"Elementary Schools (Public)",30,"529","56.70%",24.5
"San Diego Unified",68338,"Hamilton Elementary",6039705,"Elementary Schools (Public)",17,"417","93.30%",16.4705882352941
"San Diego Unified",68338,"Hancock Elementary",6096051,"Elementary Schools (Public)",35,"666","63.70%",18.8857142857143
"San Diego Unified",68338,"Hardy Elementary",6039713,"Elementary Schools (Public)",15,"346","54.60%",18.9333333333333
"San Diego Unified",68338,"Hawthorne Elementary",6039721,"Elementary Schools (Public)",13,"206","60.20%",21.9230769230769
"San Diego Unified",68338,"Hearst Elementary",6039739,"Elementary Schools (Public)",22,"464","18.80%",22.2272727272727
"San Diego Unified",68338,"Henry High",3732781,"High Schools (Public)",100,"2,517","28.50%",17.1
"San Diego Unified",68338,"Hickman Elementary",6089023,"Elementary Schools (Public)",22,"433","38.60%",20.6363636363636
"San Diego Unified",68338,"Holmes Elementary",6039747,"Elementary Schools (Public)",23,"510","22.20%",23
"San Diego Unified",68338,"Home & Hosp/Transition Support",126938,"K-12 Schools (Public)",23,"105","36.20%",20.1739130434783
"San Diego Unified",68338,"Hoover High",3732997,"High Schools (Public)",105,"2,326","83.30%",14.552380952381
"San Diego Unified",68338,"Horton Elementary",6039754,"Elementary Schools (Public)",20,"381","98.20%",11.05
"San Diego Unified",68338,"Ibarra Elementary",108290,"Elementary Schools (Public)",20,"358","88.00%",21.3
"San Diego Unified",68338,"iHigh Virtual Academy",120410,"Alternative Schools of Choice",69,"1,682","47.00%",16.5217391304348
"San Diego Unified",68338,"Innovation Middle",116939,"Intermediate/Middle Schools (Public)",21,"339","73.70%",18.8095238095238
"San Diego Unified",68338,"Jefferson Elementary",6039770,"Elementary Schools (Public)",22,"374","55.60%",19.6363636363636
"San Diego Unified",68338,"Jerabek Elementary",6099071,"Elementary Schools (Public)",28,"603","7.30%",23.5
"San Diego Unified",68338,"John Muir Language Academy",3730116,"Elementary Schools (Public)",14,"194","63.40%",20.2857142857143
"San Diego Unified",68338,"Johnson Elementary",6039788,"Elementary Schools (Public)",16,"247","89.10%",19.5625
"San Diego Unified",68338,"Jonas Salk Elementary",132316,"Elementary Schools (Public)",32,"596","40.90%",20.65625
"San Diego Unified",68338,"Jones Elementary",6039796,"Elementary Schools (Public)",14,"311","54.70%",21.2857142857143
"San Diego Unified",68338,"Joyner Elementary",114041,"Elementary Schools (Public)",21,"429","86.70%",16.6666666666667
"San Diego Unified",68338,"Juarez Elementary",6039804,"Elementary Schools (Public)",12,"226","43.40%",14.4166666666667
"San Diego Unified",68338,"Kearny College Connections",107094,"High Schools (Public)",15,"352","62.20%",10.1333333333333
"San Diego Unified",68338,"Kearny Digital Media & Design",107078,"High Schools (Public)",17,"355","70.10%",11.8823529411765
"San Diego Unified",68338,"Kearny Eng Innov & Design",107102,"High Schools (Public)",13,"315","67.60%",15.6923076923077
"San Diego Unified",68338,"Kearny School of Biomedical Science and Technology",107086,"High Schools (Public)",16,"355","73.20%",14.125
"San Diego Unified",68338,"Kimbrough Elementary",6114292,"Elementary Schools (Public)",20,"294","94.60%",21.45
"San Diego Unified",68338,"Knox Middle",124115,"Intermediate/Middle Schools (Public)",28,"549","92.50%",7.92857142857143
"San Diego Unified",68338,"Kumeyaay Elementary",6112460,"Elementary Schools (Public)",19,"374","24.90%",25.1578947368421
"San Diego Unified",68338,"La Jolla Elementary",6039846,"Elementary Schools (Public)",23,"440","14.30%",22.0869565217391
"San Diego Unified",68338,"La Jolla High",3733508,"High Schools (Public)",50,"1,287","22.80%",18.3
"San Diego Unified",68338,"Lafayette Elementary",6039853,"Elementary Schools (Public)",24,"226","81.40%",16.2083333333333
"San Diego Unified",68338,"Language Academy",6040000,"Elementary Schools (Public)",47,"1,007","42.80%",19.8936170212766
"San Diego Unified",68338,"Lewis Middle",6059638,"Intermediate/Middle Schools (Public)",42,"961","49.00%",18.4761904761905
"San Diego Unified",68338,"Lincoln High",114025,"High Schools (Public)",63,"1,408","81.40%",14.4920634920635
"San Diego Unified",68338,"Linda Vista Elementary",6039879,"Elementary Schools (Public)",16,"344","91.30%",16
"San Diego Unified",68338,"Logan Memorial Educational Campus",140319,"K-12 Schools (Public)",48,"829","90.20%",19.6666666666667
"San Diego Unified",68338,"Loma Portal Elementary",6039903,"Elementary Schools (Public)",16,"378","31.20%",19.125
"San Diego Unified",68338,"Longfellow K-8",6039911,"Elementary Schools (Public)",29,"673","22.90%",18.1034482758621
"San Diego Unified",68338,"Madison High",3733698,"High Schools (Public)",47,"909","71.60%",14.6170212765957
"San Diego Unified",68338,"Mann Middle",6059646,"Intermediate/Middle Schools (Public)",37,"777","90.90%",11.6216216216216
"San Diego Unified",68338,"Marshall Elementary",6039952,"Elementary Schools (Public)",18,"371","90.80%",15.7222222222222
"San Diego Unified",68338,"Marshall Middle",6115331,"Intermediate/Middle Schools (Public)",54,"1,352","10.00%",21.7407407407407
